Date,benchmark,GDP,CSUSHPINSA,DGS10,TEDRATE,FEDFUNDS,PCE,UNRATE,RECPROUSM156N,VIXCLS,XOI Index,YIELD_SLOPE,XAU Curncy,CSENT,PAYEMS,OAS,SP500
12/31/2011,-0.025475543,0.01271,-0.03567,0.0189,0.0056,0.0007,-0.000129286,0.085,0.0002,-0.158273381,-0.00296086,0.016371,-0.103896699,0.072961373,0.002693147,0.0684,0.008532752
1/31/2012,0.034434294,0.01195,-0.03064,0.0183,0.0048,0.0008,0.00723172,0.083,0.0004,-0.169230769,0.025213571,0.015824,0.110453636,0.004,0.001778105,0.0624,0.043583015
2/29/2012,-0.006053551,0.01195,-0.01939,0.0198,0.004,0.001,0.006446229,0.083,0.0006,-0.051954733,0.05392472,0.016773,-0.023593592,0.011952191,0.001744992,0.0596,0.04058945
3/31/2012,-0.003017642,0.01195,0.00533,0.0223,0.004,0.0013,0.001029528,0.082,0.0022,-0.158979924,-0.045638686,0.018801,-0.016861548,0.002624672,0.000583143,0.0613,0.031332377
4/30/2012,-0.015764222,0.00926,0.03235,0.0195,0.0037,0.0014,0.002748653,0.082,0.001,0.106451613,-0.025161153,0.016578,-0.002038186,0.037958115,0.000859261,0.0631,-0.007497497
5/31/2012,0.000900971,0.00926,0.05284,0.0159,0.004,0.0016,-0.000644435,0.082,0.0014,0.402915452,-0.115657931,0.01296,-0.062616008,-0.076923077,0.000567372,0.0677,-0.062650671
6/30/2012,-0.028748473,0.00926,0.0538,0.0167,0.0037,0.0016,-0.00117163,0.082,0.0014,-0.290108063,0.066709987,0.013438,0.023671748,-0.012295082,0.001066949,0.0636,0.039554921
7/31/2012,-0.028167494,0.00658,0.04188,0.0151,0.0033,0.0016,0.003409897,0.082,0.0022,0.108313817,0.026794677,0.012566,0.01072334,0.027662517,0.001319222,0.0592,0.012597639
8/31/2012,0.041123596,0.00658,0.0258,0.0157,0.0033,0.0013,0.001812431,0.081,0.0028,-0.077126255,0.027415689,0.013279,0.047857647,0.053835801,0.001511013,0.0561,0.019763362
9/30/2012,-0.005586592,0.00658,0.00824,0.0165,0.0026,0.0014,0.006883825,0.078,0.0014,-0.099599313,0.023211367,0.014031,0.047521943,0.054916986,0.001085098,0.0549,0.02423609
10/31/2012,-0.010940435,0.00428,-0.00222,0.0172,0.002,0.0016,0.001230797,0.078,0.0008,0.18245391,-0.023304798,0.014087,-0.029115531,0.001210654,0.000979985,0.0571,-0.019789404
11/30/2012,0.039995403,0.00428,-0.00511,0.0162,0.0023,0.0016,0.001525389,0.077,0.0002,-0.146774194,-0.009944742,0.013695,-0.003295266,-0.118500605,0.001809713,0.0534,0.002846703
12/31/2012,0.007526633,0.00428,-0.00332,0.0178,0.0026,0.0016,0.002221884,0.079,0.001,0.13547574,0.020771513,0.015106,-0.023108141,0.012345679,0.00156213,0.0492,0.007068311
1/31/2013,-0.048374656,0.01093,0.00243,0.0202,0.0023,0.0014,0.003477406,0.08,0.0304,-0.20754717,0.089327127,0.017231,-0.006953771,0.051490515,0.002114087,0.0499,0.050428064
2/28/2013,-0.022617124,0.01093,0.00833,0.0189,0.0018,0.0015,0.00513122,0.077,0.0038,0.086134454,-0.022132365,0.016413,-0.050543968,0.012886598,0.000958921,0.048,0.011060603
3/31/2013,-0.04376931,0.01093,0.02849,0.0187,0.0021,0.0014,-0.001896659,0.075,0.003,-0.181173436,0.027116107,0.016065,0.01132558,-0.027989822,0.001451742,0.0476,0.035987799
4/30/2013,-0.052960109,0.004,0.04621,0.017,0.0022,0.0015,-0.000683739,0.076,0.0024,0.064566929,0.005858541,0.014643,-0.075611894,0.106020942,0.001663036,0.0438,0.018085764
5/31/2013,0.087505303,0.004,0.06006,0.0216,0.0024,0.0011,0.002274767,0.075,0.0014,0.205621302,0.013097625,0.018349,-0.060208165,-0.004733728,0.001190109,0.0506,0.020762783
6/30/2013,-0.003171918,0.004,0.05723,0.0252,0.0023,0.0009,0.003608316,0.075,0.0022,0.034355828,-0.039572138,0.021303,-0.110440986,0.011890606,0.000895189,0.0482,-0.014999325
7/31/2013,-0.041062557,0.01257,0.04848,0.026,0.0023,0.0009,0.002022932,0.073,0.0034,-0.202253855,0.049437121,0.022673,0.073339652,-0.035252644,0.001913406,0.0475,0.049462111
8/31/2013,0.055995717,0.01257,0.03593,0.0278,0.0023,0.0008,0.002389118,0.073,0.001,0.264684015,-0.01947675,0.023852,0.052978333,-0.056029233,0.001390241,0.0464,-0.031298013
9/30/2013,-0.005218873,0.01257,0.02077,0.0264,0.0023,0.0008,0.004722872,0.072,0.0006,-0.024103469,0.022574964,0.022932,-0.047474682,-0.055483871,0.001549062,0.0455,0.029749475
10/31/2013,-0.037124397,0.01496,0.00815,0.0257,0.002,0.0009,0.003615228,0.072,0.0016,-0.171686747,0.046161433,0.022492,-0.004491998,0.025956284,0.001882264,0.0432,0.04459576
11/30/2013,0.021260997,0.01496,-0.00006,0.0275,0.0018,0.0008,0.006698531,0.069,0.0012,-0.003636364,0.00776057,0.024631,-0.052688465,0.098535286,0.000342249,0.0409,0.028049461
12/31/2013,-0.00354832,0.01496,-0.00232,0.0304,0.0018,0.0009,0.002079362,0.067,0.0012,0.001459854,0.018960527,0.026483,-0.04125743,-0.015757576,0.001383086,0.0397,0.023562833
1/31/2014,-0.026516306,0.00185,-0.00113,0.0267,0.0022,0.0007,0.000890541,0.066,0.0046,0.341836735,-0.063713294,0.023163,0.03570953,0.004926108,0.001097671,0.0403,-0.035582895
2/28/2014,-0.031296132,0.00185,0.0032,0.0266,0.0019,0.0007,0.004561043,0.067,0.0006,-0.239543726,0.047890747,0.023307,0.065758708,-0.019607843,0.001975093,0.0381,0.043117038
3/31/2014,-0.024762453,0.00185,0.01199,0.0273,0.0018,0.0008,0.007395241,0.067,0,-0.008571429,0.023169715,0.022997,-0.031951387,0.05125,0.002384283,0.0371,0.006932157
4/30/2014,-0.037238958,0.017,0.02258,0.0267,0.0019,0.0009,0.002842485,0.062,0.0004,-0.033861671,0.067431442,0.022355,0.005911169,-0.026159334,0.001778536,0.0375,0.006200797
5/31/2014,0.007166124,0.017,0.03008,0.0248,0.0019,0.0009,0.003311089,0.063,0.0006,-0.149888143,0.010256474,0.021029,-0.032455869,0.007326007,0.002193964,0.0347,0.021030282
6/30/2014,-0.035197989,0.017,0.03107,0.0253,0.0019,0.001,0.004479397,0.061,0.0002,0.014912281,0.033566657,0.020737,0.062135907,-0.008484848,0.00145464,0.0365,0.019058313
7/31/2014,0.075830757,0.0174,0.02552,0.0258,0.0021,0.0009,0.003462809,0.062,0.0002,0.464995678,-0.023747941,0.020302,-0.033706765,0.008557457,0.001653867,0.0397,-0.015079863
8/31/2014,-0.049752157,0.0174,0.01675,0.0235,0.002,0.0009,0.007213137,0.062,0.0004,-0.293215339,0.028832626,0.018549,0.00368785,0.025454545,0.002010079,0.0406,0.037655322
9/30/2014,0.034862734,0.0174,0.00626,0.0252,0.0022,0.0009,0.000735368,0.059,0,0.361435726,-0.081214518,0.019218,-0.06149986,0.027186761,0.001626331,0.0451,-0.015513859
10/31/2014,-0.077711582,0.00645,-0.00132,0.0235,0.0022,0.0009,0.006246034,0.057,0.0002,-0.139791539,-0.043143218,0.018439,-0.029143732,0.021864212,0.00223168,0.0446,0.023201456
11/30/2014,-0.009974846,0.00645,-0.0046,0.0218,0.0021,0.0009,0.003966673,0.058,0.0004,-0.049893086,-0.100452501,0.016955,-0.004740225,0.054054054,0.001819908,0.0508,0.024533584
12/31/2014,-0.025196584,0.00645,-0.0046,0.0217,0.0022,0.0012,-0.000214908,0.056,0.0024,0.44036009,0.009154877,0.015067,0.014553958,0.048076923,0.001666999,0.0529,-0.004188512
1/31/2015,-0.021429753,0.00782,-0.00389,0.0168,0.0023,0.0011,-0.000603525,0.057,0.0058,0.0921875,-0.03274165,0.011919,0.083943362,-0.027522936,0.001692673,0.0471,-0.031040847
2/28/2015,0.063814805,0.00782,-0.00018,0.02,0.0024,0.0011,0.003333802,0.055,0.0058,-0.363853124,0.055460548,0.013746,-0.055001207,-0.025157233,0.000610605,0.0466,0.054892506
3/31/2015,0.016553329,0.00782,0.00985,0.0194,0.0024,0.0011,0.006678429,0.054,0.0046,0.146176912,-0.033190197,0.01368,-0.024406931,0.031182796,0.001859079,0.0463,-0.017396056
4/30/2015,0.006302899,0.01222,0.02243,0.0205,0.0027,0.0012,0.001531582,0.054,0.0032,-0.048397646,0.072537069,0.014647,0.000675921,-0.054223149,0.002436399,0.0451,0.008520763
5/31/2015,-0.003946188,0.01222,0.03143,0.0212,0.0027,0.0012,0.006092425,0.055,0.005,-0.048797251,-0.061058753,0.015161,0.005243294,0.059536935,0.00145546,0.0466,0.010491439
6/30/2015,0.075631873,0.01222,0.03193,0.0235,0.0027,0.0013,0.001519979,0.053,0.0032,0.317196532,-0.02708935,0.017104,-0.015311865,-0.031217482,0.001791988,0.0511,-0.021011773
7/31/2015,-0.054283368,0.00743,0.0267,0.022,0.0023,0.0013,0.004333888,0.052,0.0008,-0.335161821,-0.070682897,0.015195,-0.0652962,-0.012889366,0.001105665,0.0566,0.01974204
8/31/2015,0.036599206,0.00743,0.01803,0.0221,0.0027,0.0014,0.002699012,0.051,0.0016,1.345709571,-0.056084717,0.014804,0.035709071,-0.051142546,0.000703467,0.0587,-0.062580805
9/30/2015,-0.019927704,0.00743,0.00934,0.0206,0.0034,0.0014,0.002562801,0.05,0.0024,-0.13823426,-0.074544644,0.014079,-0.017481254,0.032110092,0.002256543,0.062,-0.02644282
10/31/2015,-0.016858028,0.00327,0.00332,0.0216,0.0025,0.0012,0.001125393,0.05,0.0026,-0.384897959,0.130144752,0.014181,0.024231228,0.014444444,0.001907781,0.0614,0.082983078
11/30/2015,0.020172911,0.00327,0.00131,0.0221,0.002,0.0012,0.003621297,0.05,0.0054,0.070338421,-0.004272218,0.012756,-0.06771677,0.014238773,0.001673131,0.0687,0.000504963
12/31/2015,-0.003243143,0.00327,0.00051,0.0227,0.0045,0.0024,0.002576165,0.05,0.0044,0.128952263,-0.099312337,0.012217,-0.003446754,-0.006479482,0.000880595,0.0763,-0.017530198
1/31/2016,-0.046474642,0.00208,0.00011,0.0194,0.0029,0.0034,0.000414958,0.049,0.002,0.109280615,-0.056511079,0.011472,0.053821506,-0.00326087,0.001654901,0.0823,-0.050735344
2/29/2016,-0.01719347,0.00208,0.00097,0.0174,0.003,0.0038,0.003820813,0.049,0.003,0.017326733,-0.030629687,0.00961,0.10772574,-0.007633588,0.001568513,0.0698,-0.004128355
3/31/2016,-0.068887451,0.00208,0.00862,0.0178,0.0042,0.0036,0.000699273,0.05,0.0032,-0.321167883,0.092876291,0.010476,-0.00477932,-0.021978022,0.001064918,0.0662,0.065991109
4/30/2016,0.021473406,0.01162,0.01975,0.0183,0.0042,0.0037,0.008456878,0.05,0.0008,0.125448029,0.082129434,0.010517,0.049304401,0.064044944,0.000298972,0.0626,0.00269937
5/31/2016,-0.015449667,0.01162,0.0289,0.0184,0.0035,0.0037,0.003984315,0.047,0.0012,-0.096178344,-0.038740983,0.009688,-0.060462455,-0.012671595,0.002064378,0.061,0.015329492
6/30/2016,-0.063152282,0.01162,0.03021,0.0149,0.0039,0.0038,0.005050822,0.049,0.0002,0.101479915,0.027005702,0.00888,0.087697067,-0.037433155,0.002018506,0.0565,0.000906074
7/31/2016,0.009691562,0.01031,0.02564,0.0146,0.0049,0.0039,0.002700003,0.049,0.001,-0.24056302,-0.025693183,0.007977,0.022225584,-0.002222222,0.001218356,0.053,0.035609807
8/31/2016,0.058799577,0.01031,0.01867,0.0158,0.0051,0.004,0.002669385,0.049,0.0014,0.130581297,0.008781283,0.007747,-0.031311053,0.0155902,0.001721599,0.0515,-0.001219176
9/30/2016,0.001794893,0.01031,0.01148,0.016,0.0057,0.004,0.006325823,0.049,0.0008,-0.009687034,0.023707375,0.008325,0.00527132,-0.043859649,0.000855869,0.0474,-0.001234483
10/31/2016,-0.008092579,0.00942,0.00573,0.0184,0.0054,0.004,0.003162311,0.048,0.0004,0.283671934,-0.006967462,0.009846,-0.029379802,0.075688073,0.001130988,0.0489,-0.019425625
11/30/2016,0.05210728,0.00942,0.00348,0.0237,0.0045,0.0041,0.003129277,0.046,0.0006,-0.218640094,0.06582086,0.012679,-0.081435316,0.046908316,0.001067714,0.0428,0.034174447
12/31/2016,-0.035951736,0.00942,0.00288,0.0245,0.005,0.0054,0.005426576,0.047,0.0004,0.053263316,0.039506476,0.01256,-0.021905898,0.00305499,0.001486324,0.0401,0.018200754
1/31/2017,-0.012482775,0.00805,0.00364,0.0245,0.0051,0.0065,0.003224651,0.048,0.0026,-0.146011396,-0.027602741,0.012487,0.055093682,-0.022335025,0.001594053,0.0385,0.017884341
2/28/2017,-0.046967941,0.00805,0.00439,0.0236,0.0053,0.0066,0.001139818,0.047,0.0014,0.077564637,-0.02859715,0.011298,0.031155015,0.00623053,0.000342999,0.039,0.037198261
3/31/2017,0.008020558,0.00805,0.01142,0.024,0.004,0.0079,0.004910816,0.045,0.0012,-0.042569659,-0.01290775,0.011334,0.00060876,0.001031992,0.001419529,0.0391,-0.00038923
4/30/2017,-0.00649853,0.01009,0.02103,0.0229,0.0038,0.009,0.003172277,0.044,0.0006,-0.125303153,-0.021348761,0.010183,0.015273775,0.001030928,0.000992947,0.0374,0.009091217
5/31/2017,-0.039316239,0.01009,0.03016,0.0221,0.0025,0.0091,0.002153339,0.043,0.0008,-0.037892791,-0.030803004,0.00921,0.00050462,-0.020597322,0.001436634,0.0375,0.01157621
6/30/2017,0.034761209,0.01009,0.0312,0.0231,0.0029,0.0104,0.00141244,0.044,0.0026,0.073967339,-0.008542969,0.00922,-0.021522239,-0.01787592,0.00094272,0.0369,0.004813832
7/31/2017,-0.025043113,0.01275,0.02738,0.023,0.0026,0.0115,0.003646158,0.043,0.0092,-0.082289803,0.036436082,0.009451,0.022414446,0.03640257,0.001419572,0.0383,0.019348769
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
